review_clean,language,sentiment_score,sentiment_label,source
this is not a swimming beach the surf in late november was rough and everywhere you see warning signs not a chill on a recliner get drunk and take a dip kind of beach,en,-0.9185465574264526,negative,digital_tourism
the view was awesome although there was a few balinesian photographers around to take picture they do not expect any amount from the tourists they took awesome picture of me with the temple many tourists have eagerly asked them to take pictures of theirs however a little token would be much appreciated the professional pictures cost about rupiah hot and humid advisable to go during sunset moments,en,0.6467899084091187,positive,digital_tourism
not sure what i can say about a beach butt he only reason it doesn t get is because it can get a bit busy and can be a bit annoying with people always trying to sell you stuff,en,-0.9329177737236023,negative,digital_tourism
we have visited this beach are now twice in the last three months staying for a week on both occassions the last time it was clear that the local authoritiy were struggling to keep the sand clean however i am more concerned that the water quality is very poor which is a real shame as the surf can be pretty good the open drain outlets appear to run directly into the sea along the whole lenght of the beach i suspect this is a health issue serious i would love to be told told otherwise,en,-0.8208058476448059,negative,digital_tourism
so many cheeky monkeys everywhere seem very friendly unless you smile or intimidate them although will steal food and water bottles,en,-0.7476928234100342,negative,digital_tourism
when people decide bali this is one of the highlight when in bali you must visit this active volcano on a clear day to have the best view mt batur heads lake batur its a beautiful view,en,0.6796143651008606,positive,digital_tourism
feeling a little apprehensive about doing this activity we decided to try it out as it was something we had never done before and we are so glad we got to experience this walking round with monkeys roaming freely and people feeding them bananas if you want an experience like this then its a must go there were the few idiots who decided to tease the monkeys with food which was a little dissapointing to see but overall an excellent few hours out,en,0.39769452810287476,positive,digital_tourism
temple is only accessibly during low tide cliff side views very beautiful a lot of fun markets to walk through before the temple be prepared for a lot of traffic after the sun has set though as there is a tiny road leading out of there where cars cant take over each other and everyone gets back on the road at the same time as soon as the sun has set so we were stuck in traffic for hours bike to tanah lot if you can it s the only way to get out of there,en,-0.37934067845344543,negative,digital_tourism
popped in to see the monkeys lovely forest good value for money paths through forest all well laid and easy access for all monkeys will have a go at you if you stare them in the eye the signs say not to but mrs s thinks it s ok more fool her as a female snarled and clawed at her lol worth feeding them hjough,en,-0.38908201456069946,negative,digital_tourism
the seafood restaurants along the beach are very good and the prices are more affordable than in kuta,en,0.708465576171875,positive,digital_tourism
no trip to bali would be complete without visiting some of the beautiful temples uluwatu temple is a must the stunning views the setting the history make this a place to visit built in the 1500s it has lasted thru numerous weather episodes millions of visitors and the monkeys the walk along the cliff edge is beautiful with views to the temple the ocean and over the island watch out for the monkeys they are fast and will take anything you can not enter the temple area as it is for praying only but you can get up close and get great photos,en,0.44122111797332764,positive,digital_tourism
uluwatu temple located south of jimbaran on the west coast built on a cliff m altitude from the indian ocean from here you can admire the sunset weather permitting and a group of monkeys that were housed on the cliff the entire property is inhabited by monkeys who like to play with tourists stealing their hats and sunglasses,en,0.0,neutral,digital_tourism
the beach is clean and nice but the facilities not too good kuta beach or nusa dua is better and more fun,en,-0.5545254945755005,negative,digital_tourism
get down and see carlos for a beach chair gorgeous beach lots of fun in the surf watch out for the rips make sure you swim between the flags gorgeous sunset k resto has good meals,en,0.7894374132156372,positive,digital_tourism
sanur is beautiful i think it fits for honeymoon or people who wants to spent their time only by reading books and take their me time with some scoops of gelato nearby strolling around with bicycle is also an option there s so many things you can buy around the beach and all of em is very cheap local price you can rent the boat to go to nusa lembongan or nusa penida,en,0.4631999135017395,positive,digital_tourism
i was obsessed with the idea of going to kintamani for a weekend and i finally got the chance to go there with my boyfriend but i think it didn t live up to the expectations here are some tips and observations wear proper shoes mount batur is very rocky big chunks of rocks easily collapse and make you slip and fall and hurt your angkles entrance fee is a ripoff originally they charged us rp 350k per person but we bargained all the way to rp 235k per person i ve been to spectacular m high mountain in indonesia which costs me rp bring a thick jacket or layers of clothes it gets as low as degrees celcius especially when you drive a bike make sure you get a guide who knows his material patient and professional we got a guide who answered i don t know to everything didn t assist me when i fell and looked like he was on a hurry to go home don t take it too lightly it is only meters above seq level but it s no easy hike and i m experienced watch out for what they call calo or people who are there to rip you off use official guides and avoid tour packages as much as possible unless you are doing the sunrise trekking i consider it a letdown because for what it is it s a ripoff it should be 100k per person max and i ve seen better views,en,-0.7485812902450562,negative,digital_tourism
we had a great experience walking through the sacred monkey forest today very green and peaceful and many monkeys to see well worth the entrance fee,en,0.8874133825302124,positive,digital_tourism
we were on a outdoor trip in bali and hired a taxi and visited tanha lot and uluwatu the same day must say we were only looking forward to kechak dance performance that starts at 6pm sharp and to grab front seats you must reach before the temple isnt too fascinating kind of a cramped place and not worth heading the stairs up but kechak dance was worth it all what a performance completely fanatic deserve all the applaud character of hanuman and sita most preferred and high energy in all the people involved in the performance makes it a superb one must say it was a house full show and it is like this always we paid lac idr each to watch this performance background view of ocean along with sunset cool breeze and a stunning performance,en,0.4413614869117737,positive,digital_tourism
love the boardwalk which extends for a couple of kms can walk it or hire a pushbike it s great there are some lovely restaurants along the way for a meal or just a drink and it s very relaxing sitting down looking over the ocean,en,0.8475119471549988,positive,digital_tourism
friendly monkey cheeky monkey monkey s everywhere great cafes close by with shopping for trinkets easy to get to,en,0.6602078080177307,positive,digital_tourism
went down to the beach to watch the sunset and have drinks sitting on the beanbags listening to the different music in each location negative is the locals trying to sell you stuff all the time,en,-0.5773645639419556,negative,digital_tourism
a good place to visit to see free roaming monkey in their natural habitat and an opportunity to feed the monkeys too a few rules to follow while in the forest as these are wild variety,en,0.7847970724105835,positive,digital_tourism
presently at alila seminyak the beach is fabulous here you just step down a few steps and you re there from courtyard it s about m to the beach too overcrowded i feel,en,0.5138694047927856,positive,digital_tourism
there were four in my party all of us over yo we had two guides with us our climb started at the foot of mt batur at about 00am it was pitch black each step we took was by torch light and the path wad literally a goat track nevertheless we plodded on and reached the summit just before dawn for our breakfast our guides buried uncooked eggs in the ground 10mins later the were cooked from heat of the volcano there was some cloud just below the summit but the view was still magnificent we circumnavigated the crater even thou mt batur is still an active volcano it s been some time since it last erupted and the crater is overgrown with plant life we made our way down a different track goiing down was more difficult than going up due to loose rocks on the track it was hard not to slip the trek lasted about hours after which we went to nearby natural hot spring pools to soothe our aching muscles it was heaven on earth sitting in the pools with mt batur in the background,en,0.0,neutral,digital_tourism
this is definitely worth a visit even though we are not really zoo folks it was wonderful the animals were well kept their enclosures clean and the surrounding gardens immaculate we took the kura kura bus to the zoo very reasonably prices,en,0.8379113078117371,positive,digital_tourism
a beautiful beach for a sunset walk before dinner at one of the nearby restaurants like la lucciola not crowded in the evenings easy access easy parking stunning views,en,0.7398922443389893,positive,digital_tourism
jimbaran beach is quite and restful during the day on early morning walks you will meet up with locals sweeping and cleaning the beach getting it ready for the day meeting the children of the local primary school using the beach for their early morning exercises everyone so friendly and will greet and make you feel welcome breakfast is available from some restaurants on the beach some very basic and cheap to more expensive choices and a bit more costly jimbaran have life guards on duty throughout the day but the ocean is generally very calm the beach is beautiful and sandy at but there are some patches where the ocean deposits coral shells and other treasures not to comfortable to walk on but gave my grand children hours of fun finding some ocean treasurers the beach does not have much commercial endeavors but you can hire lounges and umbrellas at a reasonable cost get cold drinks delivered and have a wonderful massage on the beach from one of the locals evenings are spectacular with all the local seafood restaurants serving deliciously coked produce on the sand with the ocean lapping at your feet the aromas soft candle light the sound of the ocean kite lanterns and planes coming and going in the far distance creates a peaceful and special ambiance early dinner for families with younger children is great as they can play in the sand when they get restless and you do not have to to stress to keep them occupied as there s enough new experiences to keep them busy most definitely for holiday makers that like the a more relaxed and lay back experience not the place for load party goers as you will spoil it for the rest,en,-0.44028058648109436,negative,digital_tourism
i came to bali zoo having zero expectations and my wife and i were just curious to see the kind of animal variety they had there it was a pleasant surprise and we enjoyed seeing animals from gibbons to binturongs to the white tiger elephants and deers etc etc they had a cute petting zoo enclosure where there was a funny mix of friendly animals there wallabies barking deers billy goats rabbits and a bunch of other deers they also have a bird show that happens at 3pm but we didn t stay for it overall very pleasant only complaint is the slightly steep price rp 780k for adults and the tiger enclosures could have been more open bigger,en,0.47796833515167236,positive,digital_tourism
worth a visit when you are on nusa lembongan amazing location and you can have a bite to eat at dream beach,en,0.7794352769851685,positive,digital_tourism
we arrived on motorcylces from amed in late afternoon with the idea to arrange a climb for the same night we had made no hotel reservation and went straight to the main entrance to the site where we were stopped by a group of men including police officers we were planning to head out to the temple first and return later for the climb once we had figured things out regarding the climb a guide the fees and so on but we never made it pass the human gate as the officer in charge proceeded to press us into taking his friend as a guide to stay at another friend s hotel and indicated that going to the temple was not an option after minutes of being told what to do and having people in our face we got fed up with what felt like bullying and we turned back this was a real disappointment that maybe would have been avoided had we first booked a hotel and made all the arrangements with the hotel but the attitude of these men and the lack of information regarding where to go to eat or to stay beside the one and only hotel they all recommended was very frustrating this was the only time we ve had a negative experience while travelling in bali to compensate for this we headed out that same day towards batur lake and did the climb to batur the following morning to see an amazing sunrise and the magical clouds around mount agung lesson learned get your info ahead of time as not much is to be expected from the human gate at the main entrance to the temple of mount agung such a disapointment as this has the reputation of being an amazing climb to do while in bali,en,0.0,neutral,digital_tourism
one can never tire of a gorgeous sunset the sunset at uluwatu is absolutely stunning there isn t much else to it as one of the more simple temples you ll visit in bali but the sunset view is definitely worth far more than the modest admission price,en,0.7052413821220398,positive,digital_tourism
fun place to visit and observe the monkeys old and young be careful to not bring in any food or drinks other than water because the monkeys will find it and climb all over you until they get it,en,0.3512301445007324,positive,digital_tourism
uluwatu temple is one of the good temples in bali sunset scenes are the best uluwatu temple couples will love to take photos with the sunset,en,0.752251923084259,positive,digital_tourism
this temple is situated at a beautiful location love the view from the top do not miss the show here love the cliff view and the stunning sunset here beware of the monkeys,en,0.801429033279419,positive,digital_tourism
overall i this it is very convenient to visit while in ubud despite the hords of tourists trying to picture the lovely monkeys doing monkey business there are beautiful paths to walk,en,0.6249859929084778,positive,digital_tourism
back again walked into hugs and friendly smiles i cannot express how wonderful the staff here are nothing is too difficult and everything is done with the most beautiful smiles and enthusiasm it truly is like coming home the restaurant is fabulous we had a romantic dinner for two on the sand surrounded candles mr richard and dewi are doing a fantastic job with ramayana wish i could name everyone but know that everyone is simply the best as always we will be back,en,0.7308605313301086,positive,bali_hotel
very nice service great food and beautiful spa i spent days in candidasa and i am happy to spent the nights and part of my days in this resort for all those who are diver lovers like me there is a dive center just next to the resort,en,0.8343572020530701,positive,bali_hotel
i ve been many times here with friends well i love ubid because i prefer like cold weather than kuta not too busy and i can see the natures you must visit monkey forest that has nice forest and river there,en,0.6483754515647888,positive,digital_tourism
the maya sanur is excellent value for a luxury hotel we stayed here for a couple of nights for a friend s wedding nearby and wish we could have stayed longer the rooms are large and well equipped big pool with plenty of loungers lovely restaurant by the beach where we had lunch and happy hour drinks in a raised level bar recommended,en,0.6807600259780884,positive,bali_hotel
in short over all it was fun and interactive and i would recommend going on a general admission lots of ramps for prams and wheelchairs only down side is the inclines are steep pro pics are stupidly expensive pick and choose your keepsake well food and drink is expensive compared to street price take your bathers and towel to cool off at the kids splash park we did the breakfast with orangutans and paid aud no transfers inclusive i did expect for the price i paid that the breakfast be private and secluded it was secluded but not overly private i would estimate about people there at one time and people were coming just as quick as people left to explore the zoo breakfast was amazing with a range of foods the food was fresh and had flavour great food orangutan encounters were fine they just hung out on a perch there were two out sadly many were jumping in our shots acting as if they hadn t seen an animal before there were also elephants and you could feed them for 60k idr the zoo appears to be seperated into two parks one with elephants and orangutans and second park is where most of the animals are there is a bus that you jump on and off to access each park which is free you cannot walk between the parks there is also a lion feeding opportunity that is also 60k idr the only disapointing part was the the pro photographers were so expensive and they force you to purchase photos at each station at breakfast we were told no we can only buy the orangutans pictures there or they will be deleted not true you get a wrist band and all pictures are saved to that and you can choose at the end just not sure if you can get the covers to match the bali zoo sign with the birds is a great keep sake and i would recommend that keep sake but i spent near aud for pictures all up yikes no digital copies that was truly disapointing the only other down side was the place where we were encouraged to eat lunch as you get coupons to get aud off your lunch at meat my bread had run out of food meat my bread then refused to give us change stating we had given them enough when we were owed change so be wary of in park operators taking advantage of you it wasn t much but it was disapointing splash it s a cool place for anyone to cool down really and i recommend taking your bathers and hiring a towel there 25k idr to hire a towel the play equipment is rusty and dodgy looking but appears stable just needs a good update which i hope they do soon considering little kids play on it the staff are friendly and helpful at breakfast they just can t do enough for you constantly offering drinks which was good helpful with the bus services and any help you need around the park you can go down to the elephant enclosure and have a picture with the elephants and potentially feed them the hill is steep there is a viewing platform that over sees the park and it is a must do tranquil over sees rice fields and other surrounds it s accessible by lift the park is undergoing some impressive upgrades there s a new safari and hotel being built and a museum which will only be small but will be in the viewing tower on level the park is still very accessible and undisrupted considering the upgrades it s undertaking i would recommend going lots to see and do for the whole family of all ages,en,-0.5041449069976807,negative,digital_tourism
ok so maybe i am being harsh but its just a beach we have the mount beach here in nz and some amazing beaches to be had this one was overtaken by heaps of australians blobbed out getting drinks the water was not that clean and i would not have put my head under for anything,en,-0.5415112972259521,negative,digital_tourism
monkey forrest is definitely worth a visit the place is beautiful with many old trees and nice views the monkeys are cute but very cheeky you have to take good care of your belongings the fact that they turned it into a tourist attraction is a little negative because many people just come there to take a picture with a monkey on their shoulder and to feed them which i don t want to support but still if you are in ubud visit the monkey forrest for a nice walk,en,-0.38007113337516785,negative,digital_tourism
there s no better experience in ubud or possibly bali from the moment you park you are greeted by countless monkeys all aimlessly enjoying their day not only are the interactions with these animals unique but the temples inside the forest are absolutely stunning for only rp per person you can have an unforgettable experience,en,0.6100772619247437,positive,digital_tourism
unique gardens with fountains fish ponds statues and stepping stones one corner has large swimming pools with toilets and changing rooms the top pool is cooler deeper and more peaceful than the lower shallower pool which is popular with local children by mid afternoon the top pool is in shade there are several restaurants warangs in the village not all of them charge government tax rijasa is inexpensive and friendly with tasty food if you are planning to spend a night or more it is well worth the effort to climb the steps up to kusuma jaya on the hill mature but faded bungalows ten of them with wifi in a lovely garden setting with one of the most spectacular panoramic views in bali from mt agung across stunning rice terraces to the indian ocean even lombok is visible on clear days there are several delightful walks in the area and no hawkers onward travel can easily be arranged,en,0.3844033479690552,positive,digital_tourism
sandy beaches and blue waters can t complain it s clean and has some really nice views take a bicycle and explore,en,0.7610813975334167,positive,digital_tourism
without a doubt the beach itself is beautiful but i was shocked to see how overdeveloped the area is they had cut into the cliffs to make roads on which countless giant tour buses pass by every minute the road towards pandawa resembles a large construction site all barren white soil getting prepped for more development i m sorry but this is not what bali is all about this just looks like a man made giant tourist hub to rake in money there is even a little toll gate for the entrance to pandawa and nearer to the beach you ll see giant carparks full of tour buses and many buildings looking like a mini mall i was really sad and dissapointed when i arrived because when i read reviews about pandawa many people said it was a secret beach but it is not far from it if you re not the typical tourist and are not looking for a crowded overdeveloped typical tourist attraction then it s best to avoid this beach really sad,en,-0.5200774073600769,negative,digital_tourism
this place is basically a forest filled with monkeys and a charming little temple it s fun to watch the monkey antics you can buy bananas to feed them if you like but if you do that then expect to be climbed on by eager monkeys,en,0.5159621834754944,positive,digital_tourism
barren beach with no trees too many over priced seller too many trash not really my kind of beach,en,-0.9325584769248962,negative,digital_tourism
apparently december is the seminyak beach trash expo an annual phenomenon where the currents bring in all our rubbish to this beach rubbish we humans failed at handling correctly see the pictures this place could be paradise if we humans every cleaned up our act but in seminyak beach i saw hell rather go to nusa dua beach but please i beg you don t destroy this place too throw your litter in the trash not in the gutters and streets stop killing this beautiful country,en,-0.8952904343605042,negative,digital_tourism
i thought i liked monkeys but this was rather terrifying i think i was overly cautious based on reviews of monkeys jumping etc i did see a monkey steal someone s glasses so seriously people don t have food and don t have things not secured to you we saw at least tourists grab the monkey when it wasn t looking and it even bit more like nibbled him they are not pets don t treat them like so,en,-0.6871176362037659,negative,digital_tourism
my friend and i visited the monkey forest for a few hours and it s definitely worth the visit there are lots of monkey s so you re guaranteed to see them when you visit you can buy baby bananas at the entrance to give to the monkey s but be careful with your stuff they re a bit aggressive when they see something they want,en,0.4247503876686096,positive,digital_tourism
the vibe here is intense there are gaurds staff serious guys all around which are i guess watching to ensure everything runs smoothly with the animals this in itself makes things tense the monkeys themselves roam about the place and are everywhere they glare at you and i did not feel safe while i was never once approached by a monkey i let the fear over take me and only lasted minutes and had to leave i was on edge the whole time i thought it was because i had a fear for monkeys however i saw some a few days later in their natural enclosure and they barely blinked an eye as we got closer and minded their own business very different from the sneaky monkeys at the monkey forest,en,-0.48926210403442383,negative,digital_tourism
i was surprised to see huge stone idols of pandavas their mother devi kunti on the way to the beach water sports available here kayaking etc clean beach many food joints prepare fresh tasty sea food,en,0.5035719275474548,positive,digital_tourism
i have recently returned from a night stay at this lovely resort and can t speak too highly of it from the moment we arrived we loved the complete package the staff were amazing without exception the cleanliness was without fault the food was wonderful we had no delays only fabulous experiences a lovely bonus to simply walk through the property and be on the beach,en,0.7806183695793152,positive,bali_hotel
monkey temple may seem like a good idea but if you have kids i would stay away if your child gets bitten by one the monkeys its a very time consuming painful few weeks of medical treatment unless they have been vaccinated for rabies previously even for adults its sucks trust me i was travelling with my partners family and they really wanted to see some monkeys we were staying ubud and knowing the monkeys reputations i almost didn t join them into the forest if only my advice is to walk along the street where the entrance to monkey temple is and keep walking you will see some monkeys in the street leave it at that i was bitten by a monkey who leapt out of the bush and latched on to my hip it bit me through my dress so i thought that would be better than a flesh bite unfortunately it didn t make a difference treatment for a monkey bite is pretty intense you have to get rabies vaccines over a period of weeks which will disrupt your holiday you also have to pay around for the immunoglobulin injections the quantity determined by your body weight overall the ticket into monkey forest cost me and a lot of my time if you want to read the full story and what to do if you are bitten then search sun surf soul monkey bite in bali i am unable to share the link through trip advisor bear in mind the risk of getting rabies from these monkeys is very very low less than chance but also bear in mind that there is no cure for rabies once you have it,en,-0.9190191030502319,negative,digital_tourism
we didn t even venture inside the forest as we walked past the edge of the main entrance parking lot and saw several monkeys grabbing bags from passersby who were also not in the forest just walking down the main street that passes the front one lady lost a bag of shopping to one of the monkeys they were quite viscous grabbing it from her there were handlers around but with no incentive for them to sell you the bananas as we were not in the forest they weren t overly interested this is not the monkeys natural environment and the handlers have helped to train them to snatch things from tourists to than get a banana to trade your items i m aware of many people having been bitten cruel treatment by handlers as well as a lot of valuable lost property overall don t bother ubud is beautiful but the prospect of a monkey bite and subsequent rabies and hep a treatment or lost property is not,en,-0.5837260484695435,negative,digital_tourism
the pantai pandawa beach has the figures of the pandavas it is serene and people come in large numbers to spent their holidays and picnic many activities are available food stalls are also available,en,0.5813964009284973,positive,digital_tourism
nice clean beach and not too busy good surfing for beginners beautiful landscape view from beach,en,0.7871754765510559,positive,digital_tourism
we combined this with time at padang padang the monkey temple and lunch at yeye s we had a driver we trusted so we could leave everything but the cameras in the car at the temple do not take anything else that you are not willing to lose i saw a monkey steal a water take the lid off and drink the water they are clever i took my gold watch and my dangling and sparkly earrings off as i like my earlobes don t smile at them either as barred teeth are a sign of aggression having said that the monkeys were very well behaved and great fun and there were lots of babies we swam at both beaches and got ourselves seats at uluwtu to watch the surfing and the sunset by 5pm it gets packed and the sunset is spectacular we could see across to the volcano rising above the clouds in the distance and a bit closer to the temple at tanah lot it is also a party destination so it s very busy from them on usually although they were refinishing the dance floor when we were there there are lots of stairs to both beaches so it s not for those with mobility challenges,en,-0.40514838695526123,negative,digital_tourism
this was my 6th visit to the bali zoo my favourite ever the zoo gets bigger better every time i go back and the new dining with the elephants was my favourite most enjoyable ever i loved the new show the food was fantastic was super impressed with how much time i got to spend with the elephants what beautiful animals i also loved the caring relationships the handlers had with their elephants can t wait to go back see the new huge waterfall feature finished x,en,0.8512855768203735,positive,digital_tourism
there are actually two temples here the famous pura luhur panah lot and the less famous pura batu bolong per our driver bolong means a hole from the parking lot visit batu bolong first though we cannot pass the bridge and follow the way to tanah lot it s a high tide the day we visited otherwise i heard we may walk along the beach we chose to visit in the morning and avoided the infamous traffic jam from seminyak to here,en,0.0,neutral,digital_tourism
the beach is suitable for surfers swimmers and tanners while it is best suited for surfers because of it s high waves i thoroughly enjoyed swimming through the waves instead there are several small restaurants along the beach as well as local venders henna artists and masseuses topped off with soft black ish sand and a strong balinese sun this beach is worth a visit if you re staying in or near seminyak,en,0.5649622678756714,positive,digital_tourism
if you are having any doubts about doing a sunrise trek to mount batur you should stop now this was probably one of the best things we did in bali it was absolutely breath taking and beautiful you do not need to be an athlete the climb is not difficult the only thing you need is a few layers of clothes the wind and temperature on the top of the volcano are quite different from the warm weather in bali do not underestimate the cold and bring some warm clothes definitely a must,en,0.42633241415023804,positive,digital_tourism
my wife and i visited the monkey forest on a recent stay in ubud it was cheap to buy the entry ticket and we spent around an hour wandering around watching the monkeys and taking some pictures the place itself was very clean there were numerous members of staff sweeping up fallen leaves and generally keeping the place tidy there was a coach load of balinese children there the day we went on a school trip from gianyar several of which asked if they could take their photos with myself and my wife and wrote our names in their book it was nice to see the school has obviously set them a challenge to speak to meet take photos with the foreigners essentially to help improve their english which we were only happy to oblige overall the park was clean well kept and definitely a worthy hour visit if you are in ubud,en,0.0,neutral,digital_tourism
you just have to experience this place for yourself respect the monkeys they wander around and are absolutely everywhere you can let the little ones climb on you i wasn t brave enough to do so but many people did and were fine you can buy bananas to feed them they seem less aggressive than i anticipated but i was still very careful of them,en,-0.40941447019577026,negative,digital_tourism
if you intend on a nice walk along the path be prepared to be bombarded with push bike riders a few places to eat on the beach front but very quiet the night we decided to find somewhere to eat and we ended up back on the main street if you go at night take a torch for the areas that have no lighting other then that nothing special these days,en,0.0,neutral,digital_tourism
it is a very nice beach of bali with clean blue waters and waves you can even do paragliding in the beach or just rent one umbrella and have beer and coconut water,en,0.6824056506156921,positive,digital_tourism
nothing in particular to see except great sea views temples are similar and i do not advise visiting more than one visit uluwatu if others want to otherwise i do not think it is worth the effort,en,-0.6287761926651001,negative,digital_tourism
clean water clean sand but our was a private beach lots of wedding pics being taken good to people watch lots of choices for food etc,en,0.6170715689659119,positive,digital_tourism
really marvellous view from the top on a sunny day its really what you see in pictures crowded so good luck in trying to get a picture without others in it its amazing how a tourism industry is set up because of a pretty sight there are many warungs at the site with many stalls set up selling drinks and coconut,en,0.7453083395957947,positive,digital_tourism
i was pleasantly surprised only went to this tourist destination on my daughters request so nice to see these monkeys in a safe little haven with their natural surroundings observing how the monkeys interact with each other and watching some of them swim and okay was fantastic be sure to secure your belongs and if you do not want the monkeys jumping on you then do not carry any bananas be sure to read the sign on what to do in the event a monkey does jump on you i went to reach into my bag and a monkey jumped on me much to my husband and daughters amusement i stood very still and did not scream the monkey climbed from one shoulder to another and then jumped off i was not carrying any food the monkeys will steal anything they are attracted to one lady had her head band taken from her and many drink bottles were taken off people by the monkeys they move very fast overall a great experience,en,0.35299772024154663,positive,digital_tourism
we visited a few temple but this one by far is the best a little far but worth the drive and distance this temple is on the cliff of a mountain and surrounded by water the view is beautiful they also have monkeys that will try to steal your things do not leave your things unattended we saw a lot of people cellphone and water get stolen we had a tour guy who stand outside the temple and charges which is like us bucks both worth it he give you an history of the temple feed the monkey and take pictures,en,0.0,neutral,digital_tourism
we stayed this hotel nights i enjoyed every moment of it the hotel architecture was unique and the rooms were very comfortable the lagoon pool is so fun,en,0.873950719833374,positive,bali_hotel
days stay only calm atmosphere local people around beautiful sunrises just wake up early search for warungs super local food,en,0.5567750930786133,positive,digital_tourism
beautiful yellow sand in front of meliá resort water calm safe water short walk toother side sea rough,en,0.442687064409256,positive,digital_tourism
it is really worth a visit ad the view on the vulcano and the lake is really nice if you have time consider a trip on batur,en,0.7958370447158813,positive,digital_tourism
nice temple but being one of the main ones it was very crowded and hard to get good photos found the market stalls here to be better pricing than in seminyak etc,en,-0.6770361065864563,negative,digital_tourism
we came here only for the water sports we tried flyfish doughnut banana boat and adventure parasailing a good fun filled day,en,0.7341110706329346,positive,digital_tourism
there s just no other sunset like it on earth the huge red perfectly circular orb slowly descending into the endless horizon is romantic breathtaking and truly spectacular the beach offers plenty of beanbag restaurants to kick back sip a bintang and take in this truly awe inspiring spectacle with the ones you love the redness of the dying light is otherworldly ethereal and awakens light in even the hardest of hearts,en,0.5160419344902039,positive,digital_tourism
tanah lot temple is one of the must visited place while touring bali the most scenic view ones will get while the sea level rises over several hours the wave the view is amazing,en,0.7929869890213013,positive,digital_tourism
everything was good here got a room with small garden view near by pool the room was clean and very comfortable the staff was very friendly the room service was great i ordered soup that not on the list i said that i m sick and can t eat anything so they made it for me recommended hotel will stay here again one day,en,0.7050514817237854,positive,bali_hotel
we loved sanur and the beaches for us a couple in our sixties we found sanur much more appealing than the west side of the island where kuta and legian are situated there is a very laid back atmosphere and less tourists we stayed in villa suka suka with private pool which was extremely nice we ate at a few different places but found the lokal warung great with a simple and cheap menu the people who ran it were lovely and excited when we kept going back could have easily stayed longer but unfortunately for us back to reality and work,en,0.5107132196426392,positive,digital_tourism
this is the second time we have been here now we were with our two year old daughter and she really loved it she fed the monkeys some bananas and enjoyed it very much it s a nice maintained place some monkeys can be rude but if you just follow the rules nothing will happen,en,0.6290760040283203,positive,digital_tourism
visited with a monkey loving fiancé he loved every minute of walking around the site i however was terrified and found the large monkeys very scary the little ones were super cute and i liked taking photos of them with their mothers but as i said the large monkeys particularly the males were quite scary to me i felt the behaviour of other tourists didn t help and almost antagonised the monkeys making them quite aggressive go if you can handle it basically or leave quite quickly like i did and leave your monkey loving other half to it,en,-0.6601213216781616,negative,digital_tourism
magical vibe beautiful place this is perhaps the main attraction that must be visited in ubud however it is necessary to be very careful with monkeys and it is better not to approach them close and not to touch,en,0.5473065972328186,positive,digital_tourism
easy place to walk cycle around both on the roads and the beach paths good photo opportunities great little thai restaurant opposite the beach small place excellent service and food safe and relaxing hotels on the beach convenient and pleasant mostly dated usually simple breakfast include quite western so for me sanur is just a stopping off place for easy access to lembongan we booked on line from home to go across to the island think it would have been better to just do it when we got to bali,en,0.5513134002685547,positive,digital_tourism
much better beach compare to kuta sanur and nusa dua it has a beautiful sunset and brownie sands it feel much relax here compare to other beach recommended to visit,en,0.6650512218475342,positive,digital_tourism
this is a cute place to visit we were brought in at the entrance and unfortunately exited at another side i was forced to switch on my mobile fone s internet and contact my driver via whatsapp but all is good the monkeys here are already ultra aggressive because they are so used to the visitors plus all the food that is offered to them i never comprehended what people mentioned to watch out until one of the monkeys took away one of our companion s mineral water bottle and deftly opened the bottle cap the bananas that are offered to them either the monkeys are so sick and tired of eating them or that the bananas were not yet fully ripe as there were a lot of bananas half eaten or partly touched there are a lot of security staff around that watch over both monkeys and humans that things do not get out of hand from either side,en,-0.5231218934059143,negative,digital_tourism
great place to relax after working and business trip i have to spend over the time until sunset in this beautiful beach,en,0.8305460214614868,positive,digital_tourism
on an day trip to the capital city we decided to ask our driver to take us to see the uluwatu temple and monkey forest views across the ocean are spectacular this coast line is rumoured to be one of the best in bali to witness the sun setting unfortunately we arrived to early in the afternoon it would have meant waiting at least hours for the sun set and kecak dancing and singing show the heat and humidity was very high so we had a walk along the cliff paths took some pictures and took in the fantastic views and decided to head back to our hotel good visit if your going to view the sunset our advice would be not to arrive until at the earliest,en,0.43277841806411743,positive,digital_tourism
our first visit to bali and our first outing sightseeing exploring adventure started along seminyak beach excellent intruduction to what could be expected of the rest of the islands very busy and touristy beach areas holiday vibe came through very strong many nice pubs and restaurants along the promonade walk we walked for what felt like hours and never got bored or felt unintertained you can rent a surf board just about everywhere endless watersport possibilities etc etc etc and then of course the sun set when hundreds and hundreds of people descend onto the beach great party vibe sundowners and good music of any flavour a must experience,en,0.48930707573890686,positive,digital_tourism
the view of the uluwatu temple was one of the most breath taking things i had ever seen i am so glad i checked it out even though my friend and i didn t see any i would still warn first time travellers against the monkeys that hang around hold on to your bags and put your sunnies away d,en,0.5633298754692078,positive,digital_tourism
